id	ER-ERR1084763_PE	ER-ERR1084764_PE	ER-ERR1084765_PE	ER-ERR1084775_PE	ER-ERR1084805_PE	ER-ERR1084806_PE	ER-ERR1084811_PE	TN-ERR1084766_PE	TN-ERR1084768_PE	TN-ERR1084798_PE	TN-ERR1084799_PE	TN-ERR1084800_PE	TN-ERR1084801_PE	TN-ERR1084802_PE	TN-ERR1084803_PE	TN-ERR1084804_PE	TN-ERR1084807_PE	TN-ERR1084808_PE	TN-ERR1084809_PE	TN-ERR1084810_PE
ENSG00000011132	1.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000011243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.08
ENSG00000011275	0.00	9.87	0.00	4.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000011295	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000011454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.69
ENSG00000011478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.28	0.00	0.00	0.00	2.72	0.00	2.37	0.00	0.00	2.23	0.00	2.07
ENSG00000011638	0.00	0.00	0.00	0.00	3.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00
ENSG00000012232	0.00	0.00	0.00	35.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000012779	17.85	0.00	3.90	23.16	523.61	0.00	228.86	163.63	50.17	43.33	125.36	42.76	378.28	0.00	1.94	0.00	312.26	11.75	3303.85	433.21
ENSG00000013306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.66
ENSG00000013364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.35	0.00	0.00	0.00
ENSG00000014138	0.00	2.02	4.35	0.00	0.00	1.04	0.00	0.00	0.00	0.85	0.00	0.00	0.00	3.93	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000015479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.82	0.00	0.00	13.03	0.00	0.00	0.00
ENSG00000016082	0.00	0.00	0.00	0.00	0.00	0.00	23.10	145.80	28.48	0.00	0.00	61.71	0.00	35.52	0.00	19.02	11.42	0.00	0.00	12.46
ENSG00000018610	0.00	0.00	0.00	0.00	0.00	0.00	3.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00
ENSG00000019144	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000021355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.31	0.00	0.00	1.52	0.00	2.88	0.00	1.53	0.00	1.49	0.00	0.00
ENSG00000022267	0.00	0.00	0.00	8.96	0.00	0.00	0.00	412.03	0.00	35.14	51.82	56.06	27.90	27.97	0.00	1.75	49.48	8.86	12.55	0.00
ENSG00000022840	0.00	0.00	0.00	0.00	0.00	5.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000026751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	1.85	0.00
ENSG00000028203	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000033170	0.00	0.00	26.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000035664	0.00	0.00	0.00	0.00	0.00	9.58	0.00	0.00	0.00	0.00	0.00	9.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000037757	3046.19	3150.24	2774.44	1401.29	1301.78	981.26	2274.09	773.01	3006.38	2308.54	1611.70	4181.11	1476.74	2656.81	2155.85	4814.67	3937.84	3337.95	1535.42	1412.12
ENSG00000038210	0.00	0.00	0.00	0.00	12.05	0.00	0.00	1.12	2.23	3.65	0.00	19.50	0.00	1.70	25.53	0.00	12.33	0.00	0.00	1.02
ENSG00000039068	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000039319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.61	2.41	1.37	0.00	0.00	0.00	0.00	0.00	0.00	1.63	1.50
ENSG00000044115	0.00	10.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000047410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000047621	20.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.77	0.00	0.00
ENSG00000047648	0.00	0.00	2.09	1.43	46.23	0.00	0.00	71.97	1.00	1.75	32.04	8.00	36.17	43.34	42.31	5.03	1.21	0.00	15.28	46.64
ENSG00000048544	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.89	0.00	0.00
ENSG00000049239	2.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000049541	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000050130	21.21	44.78	65.86	8.19	31.57	0.00	0.00	0.00	19.99	8.00	0.00	0.00	9.69	32.27	10.40	0.00	12.04	19.74	32.61	0.00
ENSG00000050405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00
ENSG00000052802	0.00	0.00	4.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.37	0.00	0.00	0.00	0.00	0.00	2.80	0.00	0.00	0.00
ENSG00000053372	0.00	3.38	7.29	0.00	5.62	0.00	0.00	0.00	0.00	0.00	1.78	0.00	3.42	6.58	0.00	7.00	2.10	0.00	0.00	0.00
ENSG00000053501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.82	0.00	0.00	0.00
ENSG00000053524	0.00	1.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000054267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.58
ENSG00000054654	6.64	25.73	19.51	6.77	1.56	63.10	40.95	0.00	19.07	16.14	22.46	16.74	54.44	49.70	9.84	17.81	36.70	9.44	43.03	9.46
ENSG00000054690	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.16	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	2.29	0.00	0.00	0.00
ENSG00000055332	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00
ENSG00000057019	0.00	0.00	0.00	0.00	0.00	11.32	0.00	0.00	0.00	0.00	0.00	11.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000058668	0.00	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.83	0.00	1.56	0.00	0.83	2.99	0.00	0.00	0.00
ENSG00000058866	0.00	0.00	0.00	2.00	1.34	0.00	0.00	171.37	14.32	4.81	56.98	5.25	3.88	11.81	8.15	1.32	332.56	296.07	69.64	134.25
ENSG00000059145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	0.00	0.00
ENSG00000059588	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.20
ENSG00000059691	0.00	0.00	0.00	0.00	0.00	0.00	1.16	0.00	0.58	0.00	0.00	0.00	0.00	2.19	0.00	0.00	0.00	0.00	0.63	0.00
ENSG00000060138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.44
ENSG00000060339	0.00	0.00	0.00	0.00	0.00	2.07	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.90	0.00
ENSG00000063322	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00
ENSG00000064012	7.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000064692	7.13	19.39	32.98	52.64	309.52	57.83	30.08	292.09	0.00	4.29	14.89	2.00	34.41	9.22	7.62	10.05	6.35	71.68	37.01	0.00
ENSG00000065154	0.00	8.58	4.63	1.78	9.51	0.00	0.00	35.18	13.25	14.43	29.40	4.43	8.70	0.00	2.30	15.56	10.70	0.00	2.42	56.25
ENSG00000065413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000065621	0.00	2.86	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000066044	0.00	0.00	0.00	0.00	6.56	5.88	0.00	5.91	0.00	0.00	6.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.46
ENSG00000066056	2.91	0.00	0.00	0.00	0.00	1.28	0.00	1.56	0.00	0.00	0.00	0.00	0.00	2.41	1.31	0.00	0.00	0.00	2.78	0.00
ENSG00000066427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.08	1.26	0.00	0.66	1.07	0.60	0.00
ENSG00000066468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.85	5.02	0.00	0.00	0.00	1.20
ENSG00000067334	0.00	0.00	1.85	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.90	114.32	0.87	0.00	0.00	0.00	0.00	0.00	5.79	0.00
ENSG00000067798	0.00	0.00	0.00	0.00	0.00	9.35	0.00	0.00	0.00	0.00	0.00	0.00	7.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000067842	0.00	0.00	1.24	0.76	1.03	0.59	0.00	75.85	8.53	15.82	26.71	26.38	1.17	0.00	58.39	12.23	134.05	8.39	2.08	0.87
ENSG00000068400	0.00	0.00	0.00	0.00	0.00	0.00	2.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000068489	3.51	0.00	0.00	0.00	2.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000069431	9.47	5.52	5.01	2.32	1.62	5.75	17.16	1.55	1.53	5.66	2.87	842.66	4.95	5.84	3.22	1.85	2.52	0.63	11.70	2.84
ENSG00000069812	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.93	0.00
ENSG00000069869	69.63	470.79	423.48	251.34	262.37	521.42	602.03	115.44	583.21	502.88	182.33	8118.27	306.08	855.94	319.76	457.05	1558.91	188.90	1490.94	29.43
ENSG00000069974	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.00	1.13	0.00	1.16	0.00	0.00	6.46	2.35	1.14	2.73	1.10	0.00	2.07
ENSG00000070010	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000070182	0.00	0.00	0.00	0.00	0.00	0.00	1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000070190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22
ENSG00000070501	0.00	0.00	0.00	0.00	0.00	0.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000070601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.27	0.00	21.11
ENSG00000070669	0.00	34.06	12.29	4.28	56.31	2.66	0.00	29.14	52.81	5.97	0.00	0.00	80.31	0.00	67.51	41.07	106.35	11.55	89.63	0.00
ENSG00000070729	0.00	0.00	1.94	2.81	8.51	0.00	11.15	0.00	191.51	0.76	45.41	0.00	0.91	1.75	7.79	2.79	129.91	102.49	231.77	114.86
ENSG00000070756	99893.55	83571.08	79817.61	109401.82	54038.08	124975.27	100373.14	42257.91	124096.99	44352.71	43079.85	119898.03	70818.29	55036.19	57970.61	53923.77	94535.87	34689.61	93144.71	72465.13
ENSG00000070770	544.74	547.32	641.89	288.31	378.30	561.07	813.43	244.94	830.03	974.97	1079.26	670.73	1759.64	715.66	1341.39	318.72	2889.97	792.92	924.87	526.02
ENSG00000071073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.44	0.00	1.07	0.83
ENSG00000071991	0.00	0.00	0.00	226.93	0.00	2.50	0.00	11.76	364.72	0.49	0.61	19.66	1.77	6206.61	158.23	2.50	23.04	0.00	418.55	55.49
ENSG00000072080	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.69
ENSG00000072195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000073605	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000073756	5.00	0.00	1.79	0.00	552.10	14.75	93.64	3563.15	132.28	31.80	0.00	28.61	4.20	399.18	35.63	896.76	2976.09	6560.11	22.36	791.44
ENSG00000074219	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	0.00	0.00
ENSG00000074416	1.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000074660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00
ENSG00000074755	0.00	0.00	0.00	0.77	1.03	0.00	4.24	0.00	1.65	0.00	1.20	0.74	0.00	11.62	0.00	1.98	0.00	0.93	1.32	0.00
ENSG00000074800	0.00	0.00	0.00	6.74	5.00	0.00	0.00	129.30	2.32	1.90	8.32	16.45	2.29	30.87	4.84	8.18	0.00	0.00	0.00	92.86
ENSG00000075131	0.00	4.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.39	2.34	0.00	0.00	2.40	0.00	0.00	0.00	0.00
ENSG00000075539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.48	0.00	0.00	0.00	0.00
ENSG00000075624	573.02	413.86	898.10	559.99	1872.70	667.20	309.21	1671.28	240.45	532.03	1946.62	481.89	816.00	1207.74	2868.69	1455.04	103.61	1090.59	1404.56	952.81
ENSG00000075702	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.55	1.33	0.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000075884	0.00	0.00	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000075886	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000076053	0.00	2.19	0.00	0.45	0.00	1.13	1.13	0.00	0.00	0.92	0.00	0.00	0.00	1.84	2.34	1.14	1.36	1.10	1.23	2.06
ENSG00000076513	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.80	0.00
ENSG00000076554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.60	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000077254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	1.36	2.61	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000077454	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000077809	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00
ENSG00000078124	0.00	0.00	0.00	0.00	0.55	0.00	2.52	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.50	0.00	0.47
ENSG00000078142	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000078399	0.00	0.00	0.00	0.00	39.60	0.00	30.81	917.97	2324.71	96.85	3.15	910.42	0.00	0.00	0.00	670.03	259.25	158.45	326.96	0.00
ENSG00000078699	0.00	0.00	0.00	0.89	0.00	1.64	0.00	1.15	1.11	0.00	0.00	0.00	1.10	9.45	0.00	1.12	0.00	0.00	0.00	1.02
ENSG00000078814	0.00	0.00	0.00	0.00	0.00	0.00	5.39	0.00	0.00	0.00	0.00	0.00	0.00	5.04	2.78	0.00	0.00	0.00	2.92	2.42
ENSG00000079385	0.00	0.00	0.00	0.00	2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.35
ENSG00000079482	25.71	11.39	26.37	16.87	11.49	34.94	87.29	3.13	8.27	9.69	10.69	725.86	13.29	19.78	19.46	6.78	13.76	14.42	22.04	3.69
ENSG00000079974	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00
ENSG00000080573	0.00	0.00	0.00	0.49	1.33	0.00	1.23	1191.12	15.98	19.58	9.74	0.62	34.88	49.38	3.84	0.00	585.75	2.41	0.00	2.82
ENSG00000080802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	4.95	0.00	0.00	0.00	2.24
ENSG00000080947	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.45
ENSG00000081059	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000081665	0.00	0.00	0.00	0.00	5.68	0.00	0.00	0.00	10.22	0.00	0.00	0.00	3.69	1.77	0.00	0.94	0.00	1.82	11.24	0.00
ENSG00000081760	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000081870	0.00	0.00	0.00	0.00	5.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
